"group","hurs","huss","ps","psl","tas","tasmax","uas","vas"
"CORDEX.output.WAS-44.SMHI.NOAA-GFDL-GFDL-ESM2M.rcp85.r1i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.NOAA-GFDL-GFDL-ESM2M.rcp45.r1i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.NOAA-GFDL-GFDL-ESM2M.historical.r1i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.NCC-NorESM1-M.rcp85.r1i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.NCC-NorESM1-M.rcp45.r1i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.NCC-NorESM1-M.rcp26.r1i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.NCC-NorESM1-M.historical.r1i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.MPI-M-MPI-ESM-LR.rcp85.r1i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.MPI-M-MPI-ESM-LR.rcp45.r1i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.MPI-M-MPI-ESM-LR.rcp26.r1i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.MPI-M-MPI-ESM-LR.historical.r1i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.MOHC-HadGEM2-ES.rcp85.r1i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.MOHC-HadGEM2-ES.rcp45.r1i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.MOHC-HadGEM2-ES.rcp26.r1i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.MOHC-HadGEM2-ES.historical.r1i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.MIROC-MIROC5.rcp85.r1i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.MIROC-MIROC5.rcp45.r1i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.MIROC-MIROC5.rcp26.r1i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.MIROC-MIROC5.historical.r1i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.IPSL-IPSL-CM5A-MR.rcp85.r1i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.IPSL-IPSL-CM5A-MR.rcp45.r1i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.IPSL-IPSL-CM5A-MR.historical.r1i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.ICHEC-EC-EARTH.rcp85.r12i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.ICHEC-EC-EARTH.rcp45.r12i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.ICHEC-EC-EARTH.rcp26.r12i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.ICHEC-EC-EARTH.historical.r12i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.ECMWF-ERAINT.evaluation.r1i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.CSIRO-QCCCE-CSIRO-Mk3-6-0.rcp85.r1i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.CSIRO-QCCCE-CSIRO-Mk3-6-0.rcp45.r1i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.CSIRO-QCCCE-CSIRO-Mk3-6-0.historical.r1i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.CNRM-CERFACS-CNRM-CM5.rcp85.r1i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.CNRM-CERFACS-CNRM-CM5.rcp45.r1i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.CNRM-CERFACS-CNRM-CM5.historical.r1i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.CCCma-CanESM2.rcp85.r1i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.CCCma-CanESM2.rcp45.r1i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.SMHI.CCCma-CanESM2.historical.r1i1p1.RCA4.v2.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.MPI-CSC.MPI-M-MPI-ESM-LR.rcp85.r1i1p1.REMO2009.v1.day",false,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.MPI-CSC.MPI-M-MPI-ESM-LR.rcp45.r1i1p1.REMO2009.v1.day",false,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.MPI-CSC.MPI-M-MPI-ESM-LR.rcp26.r1i1p1.REMO2009.v1.day",false,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.MPI-CSC.MPI-M-MPI-ESM-LR.historical.r1i1p1.REMO2009.v1.day",false,true,true,true,true,true,true,true
"CORDEX.output.WAS-44i.MPI-CSC.MPI-M-MPI-ESM-LR.rcp85.r1i1p1.REMO2009.v1.day",false,true,true,true,true,true,true,true
"CORDEX.output.WAS-44i.MPI-CSC.MPI-M-MPI-ESM-LR.rcp45.r1i1p1.REMO2009.v1.day",false,true,true,true,true,true,true,true
"CORDEX.output.WAS-44i.MPI-CSC.MPI-M-MPI-ESM-LR.rcp26.r1i1p1.REMO2009.v1.day",false,true,true,true,true,true,true,true
"CORDEX.output.WAS-44i.MPI-CSC.MPI-M-MPI-ESM-LR.historical.r1i1p1.REMO2009.v1.day",false,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.IITM.NOAA-GFDL-GFDL-ESM2M.rcp85.r1i1p1.RegCM4-4.v5.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.IITM.NOAA-GFDL-GFDL-ESM2M.rcp45.r1i1p1.RegCM4-4.v5.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.IITM.NOAA-GFDL-GFDL-ESM2M.historical.r1i1p1.RegCM4-4.v5.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.IITM.MPI-M-MPI-ESM-MR.rcp85.r1i1p1.RegCM4-4.v5.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.IITM.MPI-M-MPI-ESM-MR.rcp45.r1i1p1.RegCM4-4.v5.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.IITM.MPI-M-MPI-ESM-MR.historical.r1i1p1.RegCM4-4.v5.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.IITM.IPSL-IPSL-CM5A-LR.rcp85.r1i1p1.RegCM4-4.v5.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.IITM.IPSL-IPSL-CM5A-LR.rcp45.r1i1p1.RegCM4-4.v5.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.IITM.IPSL-IPSL-CM5A-LR.historical.r1i1p1.RegCM4-4.v5.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.IITM.ECMWF-ERAINT.evaluation.r1i1p1.RegCM4-4.v5.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.IITM.CSIRO-QCCCE-CSIRO-Mk3-6-0.rcp85.r1i1p1.RegCM4-4.v5.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.IITM.CSIRO-QCCCE-CSIRO-Mk3-6-0.rcp45.r1i1p1.RegCM4-4.v5.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.IITM.CSIRO-QCCCE-CSIRO-Mk3-6-0.historical.r1i1p1.RegCM4-4.v5.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.IITM.CNRM-CERFACS-CNRM-CM5.rcp85.r1i1p1.RegCM4-4.v5.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.IITM.CNRM-CERFACS-CNRM-CM5.rcp45.r1i1p1.RegCM4-4.v5.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.IITM.CNRM-CERFACS-CNRM-CM5.historical.r1i1p1.RegCM4-4.v5.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.IITM.CCCma-CanESM2.rcp85.r1i1p1.RegCM4-4.v5.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.IITM.CCCma-CanESM2.rcp45.r1i1p1.RegCM4-4.v5.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-44.IITM.CCCma-CanESM2.historical.r1i1p1.RegCM4-4.v5.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-22.ORNL.NCC-NorESM1-M.rcp85.r1i1p1.RegCM4-7.v0.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-22.ORNL.NCC-NorESM1-M.rcp26.r1i1p1.RegCM4-7.v0.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-22.ORNL.NCC-NorESM1-M.historical.r1i1p1.RegCM4-7.v0.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-22.ORNL.MPI-M-MPI-ESM-MR.rcp85.r1i1p1.RegCM4-7.v0.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-22.ORNL.MPI-M-MPI-ESM-MR.rcp26.r1i1p1.RegCM4-7.v0.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-22.ORNL.MPI-M-MPI-ESM-MR.historical.r1i1p1.RegCM4-7.v0.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-22.ORNL.MIROC-MIROC5.rcp85.r1i1p1.RegCM4-7.v0.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-22.ORNL.MIROC-MIROC5.rcp26.r1i1p1.RegCM4-7.v0.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-22.ORNL.MIROC-MIROC5.historical.r1i1p1.RegCM4-7.v0.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-22.ICTP.ECMWF-ERAINT.evaluation.r1i1p1.RegCM4-7.v0.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-22.GERICS.NCC-NorESM1-M.rcp85.r1i1p1.REMO2015.v1.day",true,true,true,false,true,true,false,false
"CORDEX.output.WAS-22.GERICS.NCC-NorESM1-M.rcp26.r1i1p1.REMO2015.v1.day",true,true,true,false,true,true,false,false
"CORDEX.output.WAS-22.GERICS.NCC-NorESM1-M.historical.r1i1p1.REMO2015.v1.day",true,true,true,false,true,true,false,false
"CORDEX.output.WAS-22.GERICS.MPI-M-MPI-ESM-LR.rcp85.r1i1p1.REMO2015.v1.day",true,true,true,false,true,true,false,false
"CORDEX.output.WAS-22.GERICS.MPI-M-MPI-ESM-LR.rcp26.r1i1p1.REMO2015.v1.day",true,true,true,false,true,true,false,false
"CORDEX.output.WAS-22.GERICS.MPI-M-MPI-ESM-LR.historical.r1i1p1.REMO2015.v1.day",true,true,true,false,true,true,false,false
"CORDEX.output.WAS-22.GERICS.MOHC-HadGEM2-ES.rcp85.r1i1p1.REMO2015.v1.day",true,true,true,false,true,true,false,false
"CORDEX.output.WAS-22.GERICS.MOHC-HadGEM2-ES.rcp26.r1i1p1.REMO2015.v1.day",true,true,true,false,true,true,false,false
"CORDEX.output.WAS-22.GERICS.MOHC-HadGEM2-ES.historical.r1i1p1.REMO2015.v1.day",true,true,true,false,true,true,false,false
"CORDEX.output.WAS-22.GERICS.ECMWF-ERAINT.evaluation.r1i1p1.REMO2015.v1.day",true,true,true,false,true,true,false,false
"CORDEX.output.WAS-22.CLMcom-ETH.NCC-NorESM1-M.rcp85.r1i1p1.COSMO-crCLIM-v1-1.v1.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-22.CLMcom-ETH.NCC-NorESM1-M.historical.r1i1p1.COSMO-crCLIM-v1-1.v1.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-22.CLMcom-ETH.MPI-M-MPI-ESM-LR.rcp85.r1i1p1.COSMO-crCLIM-v1-1.v1.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-22.CLMcom-ETH.MPI-M-MPI-ESM-LR.historical.r1i1p1.COSMO-crCLIM-v1-1.v1.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-22.CLMcom-ETH.ICHEC-EC-EARTH.rcp85.r12i1p1.COSMO-crCLIM-v1-1.v1.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-22.CLMcom-ETH.ICHEC-EC-EARTH.historical.r12i1p1.COSMO-crCLIM-v1-1.v1.day",true,true,true,true,true,true,true,true
"CORDEX.output.WAS-22.CLMcom-ETH.ECMWF-ERAINT.evaluation.r1i1p1.COSMO-crCLIM-v1-1.v1.day",true,true,true,true,true,true,true,true
"CORDEX.output.SEA-22.SMHI.MOHC-HadGEM2-ES.rcp85.r1i1p1.RCA4.v1.day",true,true,true,true,true,true,true,true
"CORDEX.output.SEA-22.SMHI.MOHC-HadGEM2-ES.rcp45.r1i1p1.RCA4.v1.day",true,true,true,true,true,true,true,true
"CORDEX.output.SEA-22.SMHI.MOHC-HadGEM2-ES.historical.r1i1p1.RCA4.v1.day",true,true,true,true,true,true,true,true
"CORDEX.output.SEA-22.SMHI.ECMWF-ERAINT.evaluation.r1i1p1.RCA4.v1.day",true,true,true,true,true,true,true,true
"CORDEX.output.SEA-22.RU-CORE.MPI-M-MPI-ESM-MR.rcp85.r1i1p1.ICTP-RegCM4-3.v4.day",false,false,false,false,false,false,false,false
